address,images,text,type,date,compensation,link
"
        ,
Waterford Bike.  Model 1250 (Sports Touring Frameset). Green.  55CM frame with 55.5CM long top tube using Reynolds 753 tubing.  Shimano Ultra (Package), Rear Derailleur, Front Derailleur, Headset, Bottom Bracket, and Crankset.  Chainrings 52/42/30.  Brake Calipers XT Canty.  Shimano Ultegra STI Brake Levers and Shift Levers.  Gear Range 12/28.  Hubset New XT.  Rims Mavic T217SUP 36H.  Nipples Brass.  Spokes Wheelsmith 14G Stnis.  Build Quality Wheel smith Gold.  Fork Waterford.  Saddle Brooks Champion Special B17.  SN H98137.    ","https://images.craigslist.org/01010_eCsVtEnWjZk_600x450.jpg,https://images.craigslist.org/00202_jmj9JUlAXS4_600x450.jpg,https://images.craigslist.org/00d0d_k4xQCRB2BLA_600x450.jpg,https://images.craigslist.org/00B0B_a8hapxw31TK_600x450.jpg,https://images.craigslist.org/00101_hXngbhwf3ae_600x450.jpg,https://images.craigslist.org/00c0c_iXZ1CCJ6PdM_600x450.jpg,https://images.craigslist.org/00f0f_3hS7md4m8FD_600x450.jpg,https://images.craigslist.org/00z0z_4BjANoRqrNr_600x450.jpg,https://images.craigslist.org/00s0s_5RHERQyqmua_600x450.jpg,https://images.craigslist.org/00m0m_il2d6kHQINr_600x450.jpg","Waterford Bike Model 1250, Green, 55CM Frame, Shimano Ultra Package",excellent,2018-12-17 11:30,excellent,https://newyork.craigslist.org/brx/bik/d/waterford-bike-model-1250/6753130869.html
"
        ,
VINTAGE BAATZ SIGNED VASE,
,
NO CHIPS OR BREAKS    ","https://images.craigslist.org/00w0w_k8SVcaPraJp_600x450.jpg,https://images.craigslist.org/00F0F_3C03ne34txK_600x450.jpg,https://images.craigslist.org/00101_9gwvvQdXqwL_600x450.jpg,https://images.craigslist.org/00D0D_kOWsDZ6Sz2k_600x450.jpg,https://images.craigslist.org/00N0N_iyyd61UHQiF_600x450.jpg,https://images.craigslist.org/00303_jmdpafZaYnm_600x450.jpg,https://images.craigslist.org/00v0v_3qHQzdpD0F2_600x450.jpg",VINTAGE BAATZ SIGNED VASE,,2018-12-17 11:30,,https://newyork.craigslist.org/lgi/clt/d/vintage-baatz-signed-vase/6752157947.html
"
        ,
Paul McCobb  ""Irwin Collection"" Breakfront Calvin, designed 1953 -71.25""l x 19.25""d x 83.75""h,
Light wood Wall unit with lots of storage.  Bought and used by same owner and used as a breakfront in dining room. Also great for Living Room or home office.,
This has been disassembled for transporting - but all pieces there and in excellent condition.,
Shelves and door are included (not shown),
Cash and carry only. Must pick up in Woodbury (by appointment) ,
This is a heavy piece so may need two people for pick up.,
,
If you have any questions or want more photos, will provide.    ","https://images.craigslist.org/00U0U_1rNWpGDPOqT_600x450.jpg,https://images.craigslist.org/00505_hgZf4723Kgh_600x450.jpg",MidCentury Mccabe Wall Unit,Paul Mccabe Breakfront/Wall Unit,2018-12-17 11:30,Paul Mccabe Breakfront/Wall Unit,https://newyork.craigslist.org/lgi/fuo/d/midcentury-mccabe-wall-unit/6774672787.html
"
        ,
This beautiful Biella Collezioni - G. Vasta tie has never been worn. ,
 ,
Woven - Circles of blue, silver, and gold on deep red background.,
 ,
Black silk lining,
 ,
100% Silk,
 ,
Keeper loop,
 ,
57"" long x  3 ¼"" wide,
 ,
Made in Italy,
    ","https://images.craigslist.org/00404_fPtmWoMPOAX_600x450.jpg,https://images.craigslist.org/00404_komIhzHqFkz_600x450.jpg",Biella Collezioni - G. Vasta Man's Tie - Made in Italy   $22,Biella Collezioni,2018-12-17 11:30,Biella Collezioni,https://newyork.craigslist.org/mnh/clo/d/biella-collezioni-vasta-mans/6763400211.html
"
        ,
2009 mercury mariner premium model ,
Leather heated seat Microsoft sync and more ,
115k,
,
$4500 obo,
,
 ,
,
,
,
,
,
    ","https://images.craigslist.org/00c0c_6wdsCdDKPL8_600x450.jpg,https://images.craigslist.org/00e0e_nWd2S3Lv8U_600x450.jpg,https://images.craigslist.org/00Q0Q_5oDZbMjrrf7_600x450.jpg,https://images.craigslist.org/01010_eDxyO1I3oXV_600x450.jpg",2009 mercury mariner premium,clean,2018-12-17 11:30,clean,https://newyork.craigslist.org/stn/cto/d/2009-mercury-mariner-premium/6774672809.html
"
        ,
,

,

,

,

,

,

,

,

,

,

,

,

,

,

,
,

,

,

,
    ","https://images.craigslist.org/00w0w_CZeTj4gHGX_600x450.jpg,https://images.craigslist.org/01616_23S8xuC3mOL_600x450.jpg,https://images.craigslist.org/00A0A_ad9Alx0tnfx_600x450.jpg,https://images.craigslist.org/00Y0Y_hU2CUqHCw42_600x450.jpg,https://images.craigslist.org/00t0t_hz0OEm0EDLA_600x450.jpg,https://images.craigslist.org/00l0l_asE9ts6cYg0_600x450.jpg,https://images.craigslist.org/00U0U_kFQipsl8aDd_600x450.jpg,https://images.craigslist.org/00j0j_dTPG3M6F5vU_600x450.jpg,https://images.craigslist.org/00101_goymGnvFeSI_600x450.jpg,https://images.craigslist.org/01010_boRIxpj8uYB_600x450.jpg,https://images.craigslist.org/00F0F_5XucxMEoT0I_600x450.jpg,https://images.craigslist.org/00Z0Z_bThbTcri6LT_600x450.jpg,https://images.craigslist.org/01010_7vj0EUZcIXE_600x450.jpg,https://images.craigslist.org/01111_c05hOynErje_600x450.jpg,https://images.craigslist.org/00N0N_hOGtpjQrlJy_600x450.jpg,https://images.craigslist.org/01313_SiBahRbOU1_600x450.jpg,https://images.craigslist.org/00000_Un0b9d51JP_600x450.jpg,https://images.craigslist.org/01111_2im1aiXwjlc_600x450.jpg,https://images.craigslist.org/00O0O_huZohawv3Qy_600x450.jpg,https://images.craigslist.org/00R0R_iKOjiD0YqPY_600x450.jpg,https://images.craigslist.org/00m0m_eLFz8nnKy95_600x450.jpg,https://images.craigslist.org/00c0c_e4S4kSfFcJZ_600x450.jpg,https://images.craigslist.org/01010_1XpYqg7v5G4_600x450.jpg,https://images.craigslist.org/00k0k_1NOPOA7WmH1_600x450.jpg",2011 Nissan Juke S FWD  LOWEST PRICES AROUND!,fwd,2018-12-17 11:30,fwd,https://newyork.craigslist.org/brk/ctd/d/2011-nissan-juke-fwd-lowest/6774677280.html
"
        ,
Beautiful small antique table ,
,
Open Wednesday, Thursday, Friday, Saturday and Sunday 10am to 6pm,
,
All the above located at ,
UPSCALE THRIFT SHOP,
Parking in front of the store ,
,
180-02 Eastgate plaza ,
 Springfield Gardens NY 11434,
Behind Home Depot and 137th Ave,
,
We welcome all offers    ",,Upscale thrift shop Small antique table,,2018-12-17 11:30,,https://newyork.craigslist.org/que/atq/d/upscale-thrift-shop-small/6774672845.html
"
        ,
matthews heavy duty light stand,
Can extend up to 190"",
 ,
Good for dollar stores,
Open Wednesday to Sunday 10am to 6pm,
,
Located at ,
UpScale Thrift Shop,
180-02 Eastgate Plaza ,
Springfield Garden, NY 11434,
,
Off the Belt Parkway Springfield Blvd ,
Between Springfield Blvd  and 137th Ave,
Behind Home Depot    ","https://images.craigslist.org/00404_27GA6sjYrLh_600x450.jpg,https://images.craigslist.org/00Y0Y_bI2ucY28aSJ_600x450.jpg,https://images.craigslist.org/00y0y_cbXQvaDC2fs_600x450.jpg,https://images.craigslist.org/01212_jM5JZcz486Q_600x450.jpg,https://images.craigslist.org/01414_hbIQlnazFoa_600x450.jpg,https://images.craigslist.org/00A0A_ldPl42UtFcz_600x450.jpg,https://images.craigslist.org/01111_dkYvgT7JCBv_600x450.jpg,https://images.craigslist.org/00r0r_c44hLlh8Sp4_600x450.jpg,https://images.craigslist.org/00404_9K70cxwwSFo_600x450.jpg,https://images.craigslist.org/00u0u_1nQvJWFIyWs_600x450.jpg,https://images.craigslist.org/00S0S_hSlYJhT0CZ0_600x450.jpg",Matthews heavy duty light stand,,2018-12-17 11:30,,https://newyork.craigslist.org/que/for/d/matthews-heavy-duty-light/6773166756.html
"
        ,
is beautiful BARBA Napoli 7-fold tie has been worn only once.,
 ,
Small maroon/black ovals interspersed with white dots on butter yellow background.,
 ,
Self lined,
 ,
100% Silk,
 ,
Keeper loop,
 ,
60"" long x 3 ¾"" wide,
 ,
Hand Made in Italy,
    ","https://images.craigslist.org/00707_b5szrZWAbvi_600x450.jpg,https://images.craigslist.org/00H0H_cRNEGVtNogL_600x450.jpg",BARBA Napoli 100% Silk Man's 7 FOLD Luxury Tie,Barba,2018-12-17 11:30,Barba,https://newyork.craigslist.org/mnh/clo/d/barba-napoli-100-silk-mans-7/6763400109.html
"
        ,
ALEXA Cycling Apparel - Made in England,
,
Gotham Bikes ALEXA Fleece Lined Bib Knickers- Men's 3 (Medium),
,
Yes, it's still available. Pick up in Chelsea.,
    ","https://images.craigslist.org/00505_aZOvZM4pT6s_600x450.jpg,https://images.craigslist.org/00202_heFHpPmYzsw_600x450.jpg,https://images.craigslist.org/00b0b_ff3eO95lRdv_600x450.jpg,https://images.craigslist.org/01010_eIcFOX17EQE_600x450.jpg,https://images.craigslist.org/01313_8mENLyQA7LO_600x450.jpg,https://images.craigslist.org/00R0R_hh98FmnmzFz_600x450.jpg,https://images.craigslist.org/00O0O_atamG4rExfo_600x450.jpg,https://images.craigslist.org/00909_508vrFTizzF_600x450.jpg,https://images.craigslist.org/01010_4YpvWiqKixw_600x450.jpg,https://images.craigslist.org/00k0k_3e7fpNesph6_600x450.jpg",Gotham Bikes Alexa Fleece Lined Bib Knickers- Men's 3 (Medium),Alexa,2018-12-17 11:30,Alexa,https://newyork.craigslist.org/mnh/bop/d/gotham-bikes-alexa-fleece/6774672921.html
"
        ,
LARGE 36X24, abstract original painting, by Joe Cardinal.  Ready to frame and hang.  Shipping, insured $45.00 USPS    ",,"Abstract-heavy texture ""Alone Together""",,2018-12-17 11:30,,https://newyork.craigslist.org/mnh/art/d/abstract-heavy-texture-alone/6770013114.html
"
        ,
New Q9 Mini Wireless Bluetooth Karaoke Microphone with built-in Speaker. It comes with USB charging cable, 3.5mm audio cable for recording and a carrying/storage case. It makes a great gift. For pickup in Palisades Park, NJ area.,
,
Manufacturers' Product Description:,
,
Micgeek Q9 Karaoke Microphone is a multi-functional microphone that can be used with your PC/Mac, Smartphone, and the infotainment system in your car. Its built-in audio has clear and vivid sound effects that make the karaoke experiencing a lot more fun. Use it indoors or outdoor, singing your heart out or and use it to hive a moving speech.,
,
Specifications:,
-Connection: Bluetooth 4.0,
-Output Wattage: 5W x 2 (Dual Speakers),
-Frequency Response Range: 30Hz~20KHz,
-Maximum Sound Range: >115dB   1Khz   THD<1%,
-Resistance: 2 x 4Ω,
-Mix Model: Echo Sound Reverberation,
-Battery: 4.2V Polymer Lithium Battery (Built-in),
-Battery Capacity: 2,600mAh,
-Battery Life: Approx. 11~14 Hours,
-Charging: DC 5V/0.8A,
-Charging Time: Approx. 3~4 Hours,
-Material: Aluminum, ABS, Copper,
-Microphone Size - 1.9 in. (Diameter) x 9.9 in. (Length),
   ,
Package Includes:,
1 x Microphone in Retail Gift Box - Picture Shown Above,
1 x 3.5 mm jack to micro USB Cable,
1 x USB to micro USB Cable,
1 x User's Manual,
    ","https://images.craigslist.org/00000_c6YjDQbivPx_600x450.jpg,https://images.craigslist.org/00F0F_bEvwQYJgzdG_600x450.jpg,https://images.craigslist.org/00t0t_7Wrq4Rhv0BJ_600x450.jpg,https://images.craigslist.org/00k0k_kr2sIMh23Ln_600x450.jpg",Q9 Mini Wireless Bluetooth Karaoke Microphone Speaker Home KTV USB,MicGeek,2018-12-17 11:30,MicGeek,https://newyork.craigslist.org/jsy/msg/d/q9-mini-wireless-bluetooth/6774651664.html
"
        ,
NEVER USED WITH ATTACHMENT, GUIDE, AND BOX,
,
LIGHT SHELF WEAR,
,
TESTED BRIEFLY JUST TO MAKE SURE IT RUNS    ","https://images.craigslist.org/00p0p_bbwjoRDwYMo_600x450.jpg,https://images.craigslist.org/00g0g_gkMYicwOWXr_600x450.jpg,https://images.craigslist.org/00z0z_8yObyIIaGJm_600x450.jpg",VINTAGE AUTOVAC CAR VACUUM NEW OLD STOCK 1970S,,2018-12-17 11:30,,https://newyork.craigslist.org/lgi/for/d/vintage-autovac-car-vacuum/6769775898.html
"
        ,
Cool poster of a Painting ,
It was stapled around a streetlamp post,
On First Avenue,
And I got it before it rained,
,
It is 20 inches x 26 inches,
Printed on a sturdy thick posterboard,
 Four are available,
$15  Each or better deal for more/all    ","https://images.craigslist.org/00U0U_hnHQE6SIOI8_600x450.jpg,https://images.craigslist.org/00T0T_2UFZ5f9O8L1_600x450.jpg,https://images.craigslist.org/00a0a_iJI1nMcILCB_600x450.jpg",NYC STREET ART-POSTER from First Avenue-,Street artist,2018-12-17 11:30,Street artist,https://newyork.craigslist.org/mnh/art/d/nyc-street-art-poster-from/6764919940.html
"
        ,
Beautiful chest of drawers ,
Antique furniture also lots of new items. ,
,
All the above located at ,
UPSCALE THRIFT SHOP,
,
180-02 Eastgate plaza ,
Springfield gardens NY 11434,
Behind Home Depot and 137th Ave,
,
Open Wednesday, Thursday, Friday, Saturday and Sunday 10am to 6pm,
Parking in front of store ,
We welcome all offers    ","https://images.craigslist.org/00c0c_fXNokZyCAEz_600x450.jpg,https://images.craigslist.org/00Q0Q_csULuSejrR4_600x450.jpg,https://images.craigslist.org/00M0M_4tFia1mXC3L_600x450.jpg",Upscale Shop store Beautiful chest of drawers,,2018-12-17 11:30,,https://newyork.craigslist.org/que/fuo/d/upscale-shop-store-beautiful/6773167019.html
"
        ,
Waterford Bike.  Model 1250 (Sports Touring Frameset). Green.  55CM frame with 55.5CM long top tube using Reynolds 753 tubing.  Shimano Ultra (Package), Rear Derailleur, Front Derailleur, Headset, Bottom Bracket, and Crankset.  Chainrings 52/42/30.  Brake Calipers XT Canty.  Shimano Ultegra STI Brake Levers and Shift Levers.  Gear Range 12/28.  Hubset New XT.  Rims Mavic T217SUP 36H.  Nipples Brass.  Spokes Wheelsmith 14G Stnis.  Build Quality Wheel smith Gold.  Fork Waterford.  Saddle Brooks Champion Special B17.  SN H98137.    ","https://images.craigslist.org/01010_eCsVtEnWjZk_600x450.jpg,https://images.craigslist.org/00202_jmj9JUlAXS4_600x450.jpg,https://images.craigslist.org/00d0d_k4xQCRB2BLA_600x450.jpg,https://images.craigslist.org/00B0B_a8hapxw31TK_600x450.jpg,https://images.craigslist.org/00101_hXngbhwf3ae_600x450.jpg,https://images.craigslist.org/00c0c_iXZ1CCJ6PdM_600x450.jpg,https://images.craigslist.org/00f0f_3hS7md4m8FD_600x450.jpg,https://images.craigslist.org/00z0z_4BjANoRqrNr_600x450.jpg,https://images.craigslist.org/00s0s_5RHERQyqmua_600x450.jpg,https://images.craigslist.org/00m0m_il2d6kHQINr_600x450.jpg","Waterford Bike Model 1250, Green, 55CM Frame, Shimano Ultra Package",excellent,2018-12-17 11:30,excellent,https://newyork.craigslist.org/brx/bik/d/waterford-bike-model-1250/6753131231.html
"
        ,
TUBING BENDER    ","https://images.craigslist.org/00t0t_1bws10MEN0T_600x450.jpg,https://images.craigslist.org/00T0T_fo8h23zy2hl_600x450.jpg,https://images.craigslist.org/00O0O_cTTRylhFqb7_600x450.jpg,https://images.craigslist.org/00L0L_6D5ZUDhLVf7_600x450.jpg",PLUMBING TOOLS PIPE BENDER,,2018-12-17 11:30,,https://newyork.craigslist.org/lgi/tls/d/plumbing-tools-pipe-bender/6769827704.html
"
        ,
An impressive vintage hand-blown Murano glass cylindrical bowl with swirling red and blue glass.,
 ,
7-1/2"" height x 7-1/2"" diameter.,
 ,
Flawless condition: no cracks, chips, scratches, scuffs, or flea bites.,
    ","https://images.craigslist.org/00000_ecPXYrsd8LU_600x450.jpg,https://images.craigslist.org/01616_hDBpLQaN9kS_600x450.jpg,https://images.craigslist.org/00L0L_irs9xUh03Pw_600x450.jpg",Large Vintage Murano Glass Bowl with Red and Blue Swirls,,2018-12-17 11:30,,https://newyork.craigslist.org/mnh/atq/d/large-vintage-murano-glass/6763399747.html
"
        ,
Panasonic Sport Men's Hybrid Small Frame Converted Road bike,
,
Larry,
,
 ,
    ",,Panasonic Sport Men's Hybrid Small Frame Converted Road bike,17.5,2018-12-17 11:30,17.5,https://newyork.craigslist.org/lgi/bik/d/panasonic-sport-mens-hybrid/6759194420.html
"
        ,
These are certified and high grade American gold coins--a 1904    $20 Liberty (MS63 grade) and  a  1927 $20 St. Gaudens (MS64 grade). The coins are .9675 ounces of gold each. They are high quality coins and are NOT being sold for melt value. The coins are $1250 each. ,
,
I can meet in Brooklyn, Queens, Staten Island, or Long Island. If you are interested, email me your phone number and the neighborhood where you would like to meet. ,
,
PLEASE, the prices are firm and I will ignore any lower offers (meaning, I won't answer emails that ask if I will take less or that offer less). If you don't think the prices are good, try ebay and find out. Ebay sales in the past two months show sales at between $1300 and $1350 for similar coins. If you just like to invest in gold bullion, these are not for you. If you want QUALITY gold coins at a reasonable price, here they are.    ","https://images.craigslist.org/00q0q_2NqjJE4meZM_600x450.jpg,https://images.craigslist.org/00b0b_lMzrag4i2Jz_600x450.jpg,https://images.craigslist.org/00F0F_kYJ2MPG2aav_600x450.jpg,https://images.craigslist.org/00808_eJcZwSidRZ5_600x450.jpg",Certified gold coin-2 available,,2018-12-17 11:30,,https://newyork.craigslist.org/que/clt/d/certified-gold-coin-2/6772148588.html
"
        ,
UpScale Thrift Store Furniture,  house whole goods lots new and used items come and take a look,
,
Beautiful Bombay French dresser and two night tables and armoire ,
,
Open Wednesday, Thursday, Friday, Saturday and Sunday 10am to 6pm,
Lots of parking in front of store ,
,
Located at ,
UpScale Thrift Shop,
180-02 Eastgate plaza  ,
Springfield Garden, NY 11434,
,
Off the Belt Parkway Springfield Blvd ,
Between Springfield Blvd and 137th Ave,
Behind Home Depot    ","https://images.craigslist.org/00v0v_7dWM2FRPLNO_600x450.jpg,https://images.craigslist.org/00L0L_kzYBKOikjhC_600x450.jpg",Bombay French dresser and night tables,,2018-12-17 11:31,,https://newyork.craigslist.org/que/fuo/d/bombay-french-dresser-and/6773167297.html
"
        ,
Oak wood kitchen/dining room table, comes with 4 matching chairs with seat covers.  Beautiful circular style table, 3 1/2 foot diameter.,
,
Must be able to transport yourself (from second floor walk-up).,
,
Accepts cash or venmo payment.    ","https://images.craigslist.org/00000_gBW4qzF3D05_600x450.jpg,https://images.craigslist.org/00c0c_8PnaiQG5DUy_600x450.jpg,https://images.craigslist.org/01313_awaFFDNQbXi_600x450.jpg",Kitchen/Dining room Wood Table,,2018-12-17 11:31,,https://newyork.craigslist.org/que/fuo/d/kitchen-dining-room-wood-table/6774673032.html
"
        ,
ANDY WORHOL'S ART AND FILMS BOOK 1986 PATRICK S SMITH,
,
EXCELLENT CONDITION WITH MINOR FLAWS,
    ","https://images.craigslist.org/00q0q_4gyKXcvTFmC_600x450.jpg,https://images.craigslist.org/00H0H_bbT8YpHUvmd_600x450.jpg",ANDY WORHOL'S ART AND FILMS BOOK 1986 PATRICK S SMITH,,2018-12-17 11:31,,https://newyork.craigslist.org/lgi/bks/d/andy-worhols-art-and-films/6769779572.html
"
        ,
iPhone 8 Plus 256gb (AT&T),
,
please note there is a small crack on front glass on bottom right but it is very small and has not worsened. this happened day 2 of owning the phone (10 months ago). ,
,
You can fix the screen for $100. Some wear and tear on rest of phone but not cracks (no crack to back glass). It has always had tempered glass screen protector and case on. ,
,
Comes with original box and the phone is not unlocked. ,
,
CASH ONLY AND MUST PICK UP IN MANHATTAN ,
,
    ","https://images.craigslist.org/00V0V_4VJ5bqLdamb_600x450.jpg,https://images.craigslist.org/00I0I_cJidkmJf7rf_600x450.jpg,https://images.craigslist.org/00i0i_iMYzKoBsxDp_600x450.jpg,https://images.craigslist.org/00101_bMUsvvgkbVX_600x450.jpg,https://images.craigslist.org/00x0x_iOBLT4SrSgf_600x450.jpg,https://images.craigslist.org/00O0O_dFnD9h0iKpP_600x450.jpg,https://images.craigslist.org/00I0I_bK1evBkNh7Z_600x450.jpg,https://images.craigslist.org/01616_iOrq9Wb3Z5W_600x450.jpg,https://images.craigslist.org/01111_8U6ZK5oiGSq_600x450.jpg","iPhone 8 Plus 256gb (AT&T), tiny crack",iPhone 8 Plus,2018-12-17 11:31,iPhone 8 Plus,https://newyork.craigslist.org/mnh/ele/d/iphone-8-plus-256gb-att-tiny/6774673115.html
"
        ,
""Miles"" Backpack by STEVEN ALAN,
,
Retail price: $195,
,
Excellent, gently used condition.,
,
Steven Alan's Miles backpack is crafted of navy durable ripstop tech fabric accented with orange zippers.,
,
,
•	Logo patch at front.,
•	Two zip patch front pockets. Quilted, padded back.,
•	Matte black hardware.,
•	Lined with black fabric. Zip pocket and padded laptop pocket at interior.,
•	Rolled black fabric handle. Adjustable padded webbed fabric and fabric backpack straps.,
•	Two-way zip-around closure.,
•	18"" height x 12"" width x 7"" depth (approximately).,
•	2"" handle drop (approximately).,
•	Available in Navy/Orange.,
•	Cordura® nylon.,
    ","https://images.craigslist.org/00Y0Y_6h0p7R1CYLz_600x450.jpg,https://images.craigslist.org/01010_gQznfYWMQol_600x450.jpg,https://images.craigslist.org/00H0H_gNztglxiPHs_600x450.jpg,https://images.craigslist.org/00t0t_6kQLhIjOI3j_600x450.jpg","""Miles"" Backpack by STEVEN ALAN",STEVEN ALAN,2018-12-17 11:31,STEVEN ALAN,https://newyork.craigslist.org/mnh/clo/d/miles-backpack-by-steven-alan/6763399424.html
"
        ,
VINTAGE HYDE RAZOR SCRAPER NEW IN PACK USA    ","https://images.craigslist.org/00Q0Q_8U8mywPIQFk_600x450.jpg,https://images.craigslist.org/00f0f_lLk8LVXvQ3R_600x450.jpg,https://images.craigslist.org/00B0B_jIGOZSAxYpO_600x450.jpg,https://images.craigslist.org/00H0H_iDaKHOQ6WfH_600x450.jpg",VINTAGE HYDE RAZOR SCRAPER NEW IN PACK USA,,2018-12-17 11:31,,https://newyork.craigslist.org/lgi/tls/d/vintage-hyde-razor-scraper/6765007577.html
"
        ,
All clean working condition tested 100%,
,
Cash only text  ,
 if interested.    ",,Contax G2 Camera kit w/ lens and flash,,2018-12-17 11:31,,https://newyork.craigslist.org/brk/pho/d/contax-g2-camera-kit-lens-and/6753312297.html
"
        ,
All clean, working 100% includes 2 heads, battery, pack, straps, carrying case.,
,
Optional softboxes and attachments available, text  ,
 if interested thanks!,
,
Cash only.    ",,Profoto B2 lighting kit 2 heads with bag,,2018-12-17 11:31,,https://newyork.craigslist.org/brk/pho/d/profoto-b2-lighting-kit-2/6755897945.html
"
        ,
Waterford Bike.  Model 1250 (Sports Touring Frameset). Green.  55CM frame with 55.5CM long top tube using Reynolds 753 tubing.  Shimano Ultra (Package), Rear Derailleur, Front Derailleur, Headset, Bottom Bracket, and Crankset.  Chainrings 52/42/30.  Brake Calipers XT Canty.  Shimano Ultegra STI Brake Levers and Shift Levers.  Gear Range 12/28.  Hubset New XT.  Rims Mavic T217SUP 36H.  Nipples Brass.  Spokes Wheelsmith 14G Stnis.  Build Quality Wheel smith Gold.  Fork Waterford.  Saddle Brooks Champion Special B17.  SN H98137.    ","https://images.craigslist.org/01010_eCsVtEnWjZk_600x450.jpg,https://images.craigslist.org/00202_jmj9JUlAXS4_600x450.jpg,https://images.craigslist.org/00d0d_k4xQCRB2BLA_600x450.jpg,https://images.craigslist.org/00B0B_a8hapxw31TK_600x450.jpg,https://images.craigslist.org/00101_hXngbhwf3ae_600x450.jpg,https://images.craigslist.org/00c0c_iXZ1CCJ6PdM_600x450.jpg,https://images.craigslist.org/00f0f_3hS7md4m8FD_600x450.jpg,https://images.craigslist.org/00z0z_4BjANoRqrNr_600x450.jpg,https://images.craigslist.org/00s0s_5RHERQyqmua_600x450.jpg,https://images.craigslist.org/00m0m_il2d6kHQINr_600x450.jpg","Waterford Bike Model 1250, Green, 55CM Frame, Shimano Ultra Package",excellent,2018-12-17 11:31,excellent,https://newyork.craigslist.org/brx/bik/d/waterford-bike-model-1250/6753168250.html
"
        ,
1.7 Fl Oz (50 mL) new in its box.    ",,Michael Kors Wonderlust Eau De Parfum,Michael Kors,2018-12-17 11:31,Michael Kors,https://newyork.craigslist.org/mnh/hab/d/michael-kors-wonderlust-eau/6774673214.html
